#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os1154#DNAnona/hAT	DNAnona/hAT	TIR_transposon	59	94	12	17	5,8	201	85	0
Os1169#DNAnona/hAT	DNAnona/hAT	TIR_transposon	42	87	15	18	5,8	570	98	0
Os1181#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	85	18	17	5,8	1401	90	0
Os1196#DNAnona/hAT	DNAnona/hAT	TIR_transposon	52	93	10	17	5,8	488	97	0
Os1223#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	81	19	10	5,8	744	93	0
Os1262#DNAnona/hAT	DNAnona/hAT	TIR_transposon	99	82	5	17	5,8	562	97	0
Os1293#DNAnona/hAT	DNAnona/hAT	TIR_transposon	76	84	5	12	5,8	1423	80	0
Os1296#DNAnona/hAT	DNAnona/hAT	TIR_transposon	85	87	18	10	5,8	530	91	0
Os1342#DNAauto/hAT	DNAauto/hAT	TIR_transposon	49	84	18	8	5,8	3667	89	0
Os1359#DNAnona/hAT	DNAnona/hAT	TIR_transposon	94	80	13	20	5,8	788	89	0
Os1366#DNAnona/hAT	DNAnona/hAT	TIR_transposon	64	80	9	14	5,8	159	98	0
Os1371#DNAauto/hAT	DNAauto/hAT	TIR_transposon	29	81	14	20	5,8	4057	92	0
Os1376#DNAnona/hAT	DNAnona/hAT	TIR_transposon	73	87	20	14	5,8	1924	85	0
Os1392#DNAnona/hAT	DNAnona/hAT	TIR_transposon	42	82	4	16	5,8	158	93	0
Os1405#DNAnona/hAT	DNAnona/hAT	TIR_transposon	88	88	4	14	5,8	521	91	0
Os1407#DNAnona/hAT	DNAnona/hAT	TIR_transposon	100	86	2	6	5,8	601	85	0
Os1417#DNAnona/hAT	DNAnona/hAT	TIR_transposon	36	95	9	16	5,8	976	93	0
Os1429#DNAnona/hAT	DNAnona/hAT	TIR_transposon	91	92	12	20	5,8	887	89	0
Os1430#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	80	7	13	5,8	168	89	0
Os1434#DNAauto/hAT	DNAauto/hAT	TIR_transposon	79	89	18	10	5,8	2815	85	0
Os1435#DNAnona/hAT	DNAnona/hAT	TIR_transposon	99	84	12	16	5,8	1086	90	0
Os1459#DNAnona/hAT	DNAnona/hAT	TIR_transposon	62	85	7	9	5,8	158	91	0
Os1463_ICR#DNAnona/hAT	DNAnona/hAT	TIR_transposon	55	82	4	6	5,8	1135	84	0
Os1489#DNAnona/hAT	DNAnona/hAT	TIR_transposon	15	87	20	16	5,8	179	89	0
Os1523#DNAauto/hAT	DNAauto/hAT	TIR_transposon	25	94	16	11	5,8	3488	83	0
Os1524#DNAauto/hAT	DNAauto/hAT	TIR_transposon	12	89	17	9	5,8	1862	90	0
Os1550#DNAauto/hAT	DNAauto/hAT	TIR_transposon	53	94	11	12	5,8	3815	94	0
Os1582#DNAnona/hAT	DNAnona/hAT	TIR_transposon	14	82	1	8	5,8	236	88	0
Os1592#DNAnona/hAT	DNAnona/hAT	TIR_transposon	24	82	14	11	5,8	223	96	0
Os1599#DNAnona/hAT	DNAnona/hAT	TIR_transposon	26	94	17	17	5,8	788	83	0
Os1604#DNAnona/hAT	DNAnona/hAT	TIR_transposon	49	85	17	8	5,8	590	88	0
Os1616#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	80	4	20	5,8	729	85	0
Os1669#DNAnona/hAT	DNAnona/hAT	TIR_transposon	48	95	1	5	5,8	437	84	0
Os1671#DNAnona/hAT	DNAnona/hAT	TIR_transposon	45	80	11	12	5,8	181	88	0
Os1672#DNAnona/hAT	DNAnona/hAT	TIR_transposon	47	89	5	12	5,8	601	85	0
Os1689#DNAnona/hAT	DNAnona/hAT	TIR_transposon	94	83	6	11	5,8	236	82	0
Os1695#DNAauto/hAT	DNAauto/hAT	TIR_transposon	82	88	19	16	5,8	4551	87	0
Os1710#DNAnona/hAT	DNAnona/hAT	TIR_transposon	54	91	14	12	5,8	437	85	0
Os1722#DNAnona/hAT	DNAnona/hAT	TIR_transposon	30	94	14	6	5,8	606	88	0
Os1734#DNAnona/hAT	DNAnona/hAT	TIR_transposon	13	93	9	7	5,8	647	81	0
Os1751#DNAnona/hAT	DNAnona/hAT	TIR_transposon	25	95	18	9	5,8	289	80	0
Os1758#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	87	6	8	5,8	464	87	0
Os1759#DNAnona/hAT	DNAnona/hAT	TIR_transposon	49	82	18	15	5,8	850	97	0
Os1772#DNAnona/hAT	DNAnona/hAT	TIR_transposon	12	82	17	6	5,8	950	80	0
Os1776#DNAnona/hAT	DNAnona/hAT	TIR_transposon	97	92	19	18	5,8	497	96	0
Os1779#DNAnona/hAT	DNAnona/hAT	TIR_transposon	90	93	16	19	5,8	754	86	0
Os1790#DNAnona/hAT	DNAnona/hAT	TIR_transposon	30	86	8	15	5,8	679	95	0
Os1799#DNAnona/hAT	DNAnona/hAT	TIR_transposon	24	91	4	11	5,8	234	91	0
Os1820#DNAnona/hAT	DNAnona/hAT	TIR_transposon	42	85	2	9	5,8	278	80	0
Os1834#DNAnona/hAT	DNAnona/hAT	TIR_transposon	70	86	2	6	5,8	236	94	0
Os1865#DNAnona/hAT	DNAnona/hAT	TIR_transposon	84	82	5	14	5,8	178	93	0
Os1927#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	89	7	20	5,8	1008	83	0
Os1931#DNAnona/hAT	DNAnona/hAT	TIR_transposon	40	83	15	6	5,8	3930	89	0
Os1944_ICR#DNAnona/hAT	DNAnona/hAT	TIR_transposon	46	92	16	19	5,8	901	86	0
Os1999#DNAnona/hAT	DNAnona/hAT	TIR_transposon	82	94	20	18	5,8	996	94	0
Os2008#DNAnona/hAT	DNAnona/hAT	TIR_transposon	75	91	6	14	5,8	182	91	0
Os2014#DNAnona/hAT	DNAnona/hAT	TIR_transposon	90	91	8	15	5,8	426	84	0
Os2019#DNAnona/hAT	DNAnona/hAT	TIR_transposon	72	80	9	14	5,8	963	82	0
Os2022#DNAnona/hAT	DNAnona/hAT	TIR_transposon	52	88	19	6	5,8	632	95	0
Os2046#DNAnona/hAT	DNAnona/hAT	TIR_transposon	43	92	5	13	5,8	3256	98	0
Os2053#DNAnona/hAT	DNAnona/hAT	TIR_transposon	56	87	9	15	5,8	473	88	0
Os2054#DNAnona/hAT	DNAnona/hAT	TIR_transposon	57	80	15	19	5,8	510	87	0
Os2057#DNAnona/hAT	DNAnona/hAT	TIR_transposon	24	86	13	5	5,8	458	98	0
Os2059#DNAnona/hAT	DNAnona/hAT	TIR_transposon	69	92	1	13	5,8	426	98	0
Os2062#DNAnona/hAT	DNAnona/hAT	TIR_transposon	41	90	8	14	5,8	540	80	0
Os2067#DNAnona/hAT	DNAnona/hAT	TIR_transposon	25	88	1	19	5,8	250	85	0
Os2075#DNAnona/hAT	DNAnona/hAT	TIR_transposon	89	88	14	19	5,8	415	81	0
Os2106#DNAnona/hAT	DNAnona/hAT	TIR_transposon	15	85	10	6	5,8	3796	94	0
Os2112#DNAnona/hAT	DNAnona/hAT	TIR_transposon	94	94	1	18	5,8	1008	84	0
Os2120#DNAnona/hAT	DNAnona/hAT	TIR_transposon	50	89	17	13	5,8	409	94	0
Os2127#DNAnona/hAT	DNAnona/hAT	TIR_transposon	16	83	5	8	5,8	992	87	0
Os2152#DNAnona/hAT	DNAnona/hAT	TIR_transposon	33	80	8	19	5,8	155	90	0
Os2164#DNAnona/hAT	DNAnona/hAT	TIR_transposon	37	87	6	6	5,8	943	94	0
Os2198#DNAnona/hAT	DNAnona/hAT	TIR_transposon	50	86	9	7	5,8	1027	94	0
Os2207#DNAnona/hAT	DNAnona/hAT	TIR_transposon	38	80	17	6	5,8	2353	84	0
Os2209#DNAnona/hAT	DNAnona/hAT	TIR_transposon	36	82	11	5	5,8	828	88	0
Os2227#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	95	3	20	5,8	1047	80	0
Os2255#DNAnona/hAT	DNAnona/hAT	TIR_transposon	20	91	1	10	5,8	768	91	0
Os2264#DNAnona/hAT	DNAnona/hAT	TIR_transposon	27	80	20	9	5,8	429	87	0
Os2267#DNAnona/hAT	DNAnona/hAT	TIR_transposon	39	91	19	13	5,8	425	91	0
Os2295#DNAauto/hAT	DNAauto/hAT	TIR_transposon	91	85	19	20	5,8	3310	97	0
Os2348#DNAnona/hAT	DNAnona/hAT	TIR_transposon	11	94	20	6	5,8	2241	88	0
Os2420#DNAnona/hAT	DNAnona/hAT	TIR_transposon	40	93	11	18	5,8	568	85	0
Os2430#DNAauto/hAT	DNAauto/hAT	TIR_transposon	85	85	8	7	5,8	3806	86	0
Os2485#DNAnona/hAT	DNAnona/hAT	TIR_transposon	95	83	4	10	5,8	756	94	0
Os2505#DNAnona/hAT	DNAnona/hAT	TIR_transposon	22	84	14	12	5,8	943	98	0
Os2522#DNAnona/hAT	DNAnona/hAT	TIR_transposon	17	90	13	15	5,8	966	86	0
Os2523#DNAnona/hAT	DNAnona/hAT	TIR_transposon	94	83	14	6	5,8	271	88	0
Os2524#DNAnona/hAT	DNAnona/hAT	TIR_transposon	18	95	5	16	5,8	498	87	0
Os2530#DNAnona/hAT	DNAnona/hAT	TIR_transposon	18	80	2	9	5,8	3333	95	0
Os2557#DNAnona/hAT	DNAnona/hAT	TIR_transposon	78	87	19	7	5,8	987	81	0
Os2562#DNAnona/hAT	DNAnona/hAT	TIR_transposon	41	88	2	14	5,8	299	98	0
Os2612#DNAnona/hAT	DNAnona/hAT	TIR_transposon	66	95	7	20	5,8	819	91	0
Os2638#DNAnona/hAT	DNAnona/hAT	TIR_transposon	71	84	6	20	5,8	990	84	0
Os2689#DNAnona/hAT	DNAnona/hAT	TIR_transposon	83	88	16	5	5,8	424	86	0
Os2720#DNAnona/hAT	DNAnona/hAT	TIR_transposon	72	86	4	10	5,8	445	93	0
Os2721#DNAnona/hAT	DNAnona/hAT	TIR_transposon	39	89	8	8	5,8	420	80	0
Os2790#DNAnona/hAT	DNAnona/hAT	TIR_transposon	94	81	2	18	5,8	969	81	0
Os2795#DNAnona/hAT	DNAnona/hAT	TIR_transposon	11	88	4	20	5,8	612	83	0
Os2824#DNAnona/hAT	DNAnona/hAT	TIR_transposon	12	93	14	20	5,8	573	96	0
Os2837#DNAnona/hAT	DNAnona/hAT	TIR_transposon	87	87	17	9	5,8	644	95	0
Os2892#DNAnona/hAT	DNAnona/hAT	TIR_transposon	75	95	16	5	5,8	952	85	0
Os2893#DNAnona/hAT	DNAnona/hAT	TIR_transposon	67	90	6	14	5,8	528	90	0
Os2900#DNAnona/hAT	DNAnona/hAT	TIR_transposon	26	90	20	13	5,8	860	87	0
Os2901#DNAnona/hAT	DNAnona/hAT	TIR_transposon	44	91	4	12	5,8	778	88	0
Os2947_ICL#DNAnona/hAT	DNAnona/hAT	TIR_transposon	76	95	10	11	5,8	3204	82	0
Os2963#DNAnona/hAT	DNAnona/hAT	TIR_transposon	76	91	11	17	5,8	681	85	0
Os3043#DNAnona/hAT	DNAnona/hAT	TIR_transposon	19	94	7	15	5,8	975	85	0
Os3281#DNAauto/hAT	DNAauto/hAT	TIR_transposon	45	94	2	12	5,8	4786	95	0
Os3283#DNAnona/hAT	DNAnona/hAT	TIR_transposon	13	87	4	17	5,8	884	93	0
Os3287#DNAauto/hAT	DNAauto/hAT	TIR_transposon	89	86	17	5	5,8	6090	88	0
Os3288#DNAnona/hAT	DNAnona/hAT	TIR_transposon	64	87	9	12	5,8	2573	95	0
Os3293#DNAauto/hAT	DNAauto/hAT	TIR_transposon	30	89	11	5	5,8	4349	92	0
Os3294#DNAauto/hAT	DNAauto/hAT	TIR_transposon	31	87	6	18	5,8	3746	90	0
Os3323#DNAnona/hAT	DNAnona/hAT	TIR_transposon	42	82	14	17	5,8	1110	90	0
Os3397#DNAnona/hAT	DNAnona/hAT	TIR_transposon	41	93	4	19	5,8	957	87	0
Os3406#DNAnona/hAT	DNAnona/hAT	TIR_transposon	35	85	17	9	5,8	1098	92	0
Os3407#DNAnona/hAT	DNAnona/hAT	TIR_transposon	81	90	4	11	5,8	1219	91	0
Os3419#DNAnona/hAT	DNAnona/hAT	TIR_transposon	47	91	2	7	5,8	651	97	0
Os3420#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	85	8	11	5,8	546	97	0
Os3421#DNAnona/hAT	DNAnona/hAT	TIR_transposon	13	88	14	18	5,8	1024	80	0
Os3422#DNAnona/hAT	DNAnona/hAT	TIR_transposon	89	87	7	16	5,8	1093	84	0
Os3423#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	90	3	20	5,8	1323	89	0
Os3424#DNAnona/hAT	DNAnona/hAT	TIR_transposon	77	94	3	20	5,8	492	94	0
Os3426#DNAnona/hAT	DNAnona/hAT	TIR_transposon	59	94	2	7	5,8	906	96	0
Os3434#DNAnona/hAT	DNAnona/hAT	TIR_transposon	51	95	5	10	5,8	1836	92	0
Os3435#DNAnona/hAT	DNAnona/hAT	TIR_transposon	36	93	8	11	5,8	622	95	0
Os3439#DNAauto/hAT	DNAauto/hAT	TIR_transposon	33	85	16	15	5,8	3624	97	0
Os3519#DNAauto/hAT	DNAauto/hAT	TIR_transposon	56	95	17	9	5,8	4158	86	0
Os3520#DNAnona/hAT	DNAnona/hAT	TIR_transposon	51	87	14	20	5,8	664	84	0
Os3521#DNAnona/hAT	DNAnona/hAT	TIR_transposon	79	95	18	9	5,8	1222	83	0
Os3522#DNAnona/hAT	DNAnona/hAT	TIR_transposon	50	94	17	5	5,8	3123	91	0
Os3524#DNAnona/hAT	DNAnona/hAT	TIR_transposon	57	91	8	11	5,8	630	84	0
Os3527_ICR#DNAnona/hAT	DNAnona/hAT	TIR_transposon	86	82	20	16	5,8	1092	93	0
Os3532#DNAauto/hAT	DNAauto/hAT	TIR_transposon	62	86	14	17	5,8	4453	98	0
Os3533#DNAnona/hAT	DNAnona/hAT	TIR_transposon	29	92	8	8	5,8	937	88	0
Os3539#DNAnona/hAT	DNAnona/hAT	TIR_transposon	13	90	9	19	5,8	790	87	0
Os3541#DNAnona/hAT	DNAnona/hAT	TIR_transposon	87	92	8	11	5,8	646	86	0
Os3550#DNAnona/hAT	DNAnona/hAT	TIR_transposon	71	88	14	16	5,8	524	95	0
Os3555#DNAnona/hAT	DNAnona/hAT	TIR_transposon	42	95	8	6	5,8	826	85	0
Os3565#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	93	5	20	5,8	517	91	0
Os3569#DNAnona/hAT	DNAnona/hAT	TIR_transposon	95	91	18	7	5,8	818	84	0
Os3571#DNAnona/hAT	DNAnona/hAT	TIR_transposon	46	86	15	13	5,8	1900	82	0
Os3594#DNAnona/hAT	DNAnona/hAT	TIR_transposon	72	94	3	13	5,8	837	88	0
Os3646#DNAauto/hAT	DNAauto/hAT	TIR_transposon	98	83	15	10	5,8	3482	84	0
Os3651#DNAauto/hAT	DNAauto/hAT	TIR_transposon	26	90	4	18	5,8	3356	92	0
Os3652#DNAnona/hAT	DNAnona/hAT	TIR_transposon	89	84	6	9	5,8	2501	84	0
ATENSPM1#DNA/CACTA	DNA/CACTA	TIR_transposon	20	81	20	12	2,4	4548	86	0
ATENSPM10#DNA/CACTA	DNA/CACTA	TIR_transposon	93	94	14	14	2,4	8272	86	0
ATENSPM11#DNA/CACTA	DNA/CACTA	TIR_transposon	51	95	20	18	2,4	8144	97	0
ATENSPM12#DNA/CACTA	DNA/CACTA	TIR_transposon	60	92	9	20	2,4	9337	83	0
ATENSPM1A#DNA/CACTA	DNA/CACTA	TIR_transposon	86	82	14	10	2,4	4279	91	0
ATENSPM2#DNA/CACTA	DNA/CACTA	TIR_transposon	91	83	19	9	2,4	8253	82	0
ATENSPM3#DNA/CACTA	DNA/CACTA	TIR_transposon	53	91	19	13	2,4	8456	93	0
ATENSPM4#DNA/CACTA	DNA/CACTA	TIR_transposon	79	84	12	12	2,4	4855	93	0
ATENSPM5#DNA/CACTA	DNA/CACTA	TIR_transposon	85	89	18	15	2,4	8717	96	0
ATENSPM6#DNA/CACTA	DNA/CACTA	TIR_transposon	15	89	5	18	2,4	8825	91	0
ATENSPM7#DNA/CACTA	DNA/CACTA	TIR_transposon	56	93	13	14	2,4	8535	83	0
ATENSPM8#DNA/CACTA	DNA/CACTA	TIR_transposon	94	90	3	9	2,4	2375	96	0
ATENSPM9#DNA/CACTA	DNA/CACTA	TIR_transposon	98	94	17	7	2,4	9233	85	0
Chester-1#DNA/CACTA	DNA/CACTA	TIR_transposon	63	84	18	9	2,4	8216	80	0
Os0048#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	93	95	12	16	2,4	829	81	0
Os0051#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	71	84	15	14	2,4	1415	86	0
Os0052#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	99	89	16	20	2,4	9838	86	0
Os0129#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	96	80	15	5	2,4	11635	98	0
Os0257#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	22	92	1	11	2,4	966	95	0
Os0260#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	45	86	7	12	2,4	661	83	0
Os0279#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	87	91	10	12	2,4	1081	88	0
Os0286#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	43	92	17	13	2,4	912	98	0
Os0291#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	17	85	13	16	2,4	1918	89	0
Os0315#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	70	88	8	11	2,4	2276	83	0
Os0327#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	80	19	19	2,4	1568	85	0
Os0343#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	80	95	15	16	2,4	921	84	0
Os0405#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	41	80	2	5	2,4	10764	88	0
Os0440#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	80	15	14	2,4	5705	98	0
Os0488#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	32	87	11	18	2,4	6164	88	0
Os0493#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	22	90	16	10	2,4	796	80	0
Os0494#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	79	91	19	7	2,4	10595	89	0
Os0649#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	50	90	7	12	2,4	1691	93	0
Os0681#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	40	94	8	9	2,4	8497	83	0
Os0713#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	37	85	14	6	2,4	1230	88	0
Os0765#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	81	85	4	13	2,4	1306	97	0
Os0836#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	11	95	18	6	2,4	1269	98	0
Os0898#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	85	80	7	6	2,4	11313	82	0
Os0924#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	19	95	18	11	2,4	4585	92	0
Os0925#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	72	89	4	12	2,4	436	80	0
Os1025#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	80	91	6	8	2,4	1687	84	0
Os1080#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	35	87	4	5	2,4	1046	92	0
Os1156#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	62	89	17	19	2,4	10744	81	0
Os1278#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	33	84	4	14	2,4	2234	87	0
Os1279#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	44	82	5	16	2,4	13602	92	0
Os1303#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	11	89	19	13	2,4	233	82	0
Os1318#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	80	7	16	2,4	2658	96	0
Os1329#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	85	83	18	15	2,4	684	91	0
Os1336#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	68	82	15	10	2,4	668	83	0
Os1395#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	38	80	10	12	2,4	641	86	0
Os1442#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	82	93	10	18	2,4	4168	95	0
Os1503#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	96	87	13	14	2,4	373	83	0
Os1510#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	100	85	13	5	2,4	8872	90	0
Os1544#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	18	95	14	19	2,4	4625	98	0
Os1606#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	19	84	3	6	2,4	634	83	0
Os1622#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	22	88	2	12	2,4	9998	85	0
Os1639#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	45	94	3	10	2,4	119	82	0
Os1640#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	59	86	11	8	2,4	1827	87	0
Os1674#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	31	89	4	5	2,4	351	81	0
Os1675#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	92	94	15	12	2,4	11201	85	0
Os1698#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	69	87	13	8	2,4	553	89	0
Os1829#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	22	86	15	10	2,4	1107	80	0
Os1905#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	90	90	19	14	2,4	732	92	0
Os1933#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	39	87	3	5	2,4	1276	88	0
Os2009#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	58	89	6	16	2,4	1135	95	0
Os2026#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	47	89	13	5	2,4	2465	87	0
Os2029#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	70	91	10	7	2,4	1167	93	0
Os2063#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	67	92	14	9	2,4	5016	83	0
Os2217#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	62	83	3	5	2,4	3270	95	0
Os2240#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	36	94	3	17	2,4	12737	85	0
Os2247#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	97	94	11	13	2,4	898	94	0
Os2293#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	25	94	8	17	2,4	2749	90	0
Os2296#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	23	95	16	10	2,4	4052	85	0
Os2340#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	13	82	14	9	2,4	84	82	0
Os2480#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	34	90	13	15	2,4	8632	92	0
Os2504#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	28	88	17	12	2,4	455	87	0
Os2506#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	33	87	14	8	2,4	780	81	0
Os2544#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	24	91	17	19	2,4	698	81	0
Os2569#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	20	82	17	6	2,4	1055	91	0
Os2586#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	95	87	5	19	2,4	2078	93	0
Os2597#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	32	83	20	16	2,4	1035	81	0
Os2635#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	91	85	14	19	2,4	168	83	0
Os2647#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	53	87	3	18	2,4	837	94	0
Os2719#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	12	90	4	15	2,4	4537	98	0
Os2730#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	42	87	12	9	2,4	2176	96	0
Os2747#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	41	80	14	20	2,4	260	94	0
Os2771#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	90	82	6	16	2,4	525	89	0
Os2816#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	14	88	15	7	2,4	1242	83	0
Os2819#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	28	87	10	16	2,4	273	81	0
Os2826#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	23	85	16	9	2,4	539	80	0
Os2833#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	63	80	3	15	2,4	3011	84	0
Os2959#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	94	89	17	20	2,4	2027	86	0
Os2970#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	35	80	17	10	2,4	5832	98	0
Os2981#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	45	84	5	18	2,4	429	83	0
Os3001#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	67	93	9	7	2,4	994	96	0
Os3004#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	93	93	18	6	2,4	1021	85	0
Os3007#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	63	82	14	6	2,4	1049	98	0
Os3008#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	51	91	6	5	2,4	3362	82	0
Os3021#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	77	94	9	8	2,4	695	81	0
Os3079#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	86	82	20	18	2,4	1598	84	0
Os3120#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	76	87	18	14	2,4	994	86	0
Os3279#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	84	2	9	2,4	1118	98	0
Os3280#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	98	82	6	6	2,4	11652	98	0
Os3285#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	56	81	1	10	2,4	8216	93	0
Os3297#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	86	86	3	6	2,4	3131	80	0
Os3430#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	84	89	3	8	2,4	2944	81	0
Os3432#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	19	87	6	9	2,4	1420	97	0
Os3543#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	30	93	10	11	2,4	3667	88	0
Os3551#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	90	16	19	2,4	1612	93	0
Os3557#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	60	85	18	20	2,4	1317	92	0
Os3560#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	51	81	15	10	2,4	1288	84	0
ATIS112A#DNA/Harbinger	DNA/Harbinger	TIR_transposon	46	90	4	8	3,3	5099	84	0
HARBINGER#DNA/Harbinger	DNA/Harbinger	TIR_transposon	77	85	14	10	3,3	5382	93	0
SIMPLEGUY1#DNA/Harbinger	DNA/Harbinger	TIR_transposon	40	91	12	8	3,3	1068	96	0
ARNOLDY1#DNA/MuDR	DNA/MuDR	TIR_transposon	87	85	2	20	8,9	1936	81	0
AT10MU1#DNA/MuDR	DNA/MuDR	TIR_transposon	53	88	20	6	8,9	3770	87	0
AT9MU1#DNA/MuDR	DNA/MuDR	TIR_transposon	58	86	15	9	8,9	2102	85	0
AT9TSD1#DNA/MuDR	DNA/MuDR	TIR_transposon	30	86	6	6	8,9	2216	91	0
ATDNA1T9A#DNA/MuDR	DNA/MuDR	TIR_transposon	91	89	4	18	8,9	3552	94	0
ATDNA2T9A#DNA/MuDR	DNA/MuDR	TIR_transposon	48	86	4	15	8,9	1596	94	0
